Fp1,0
Fp2,0
F3,1
F4,1
C3,1
C4,1
P3,0
P4,0
O1,0
O2,0
F7,1
F8,1
T7,1
T8,1
P7,0
P8,0
Fpz,1
Fz,1
Cz,1
Pz,1
POz,0
Oz,1
FT9,0
FT10,0
M1,-1
M2,-1
E1,-1
E2,-1
EMG1,-1
EMG2,-1
EMG3,-1
'ECG',-1
'AF3',0
'AF4',0
'F1',0
'F2',0
'F5',0
'F6',0
'FC1',0
'FC2',0
'FC3',0
'FC4',0
'FC5',0
'FC6',0
'FT7',0
'FT8',0
'C1',0
'C2',0
'C5',0
'C6',0
'CP1',0
'CP2',0
'CP3',1
'CP4',1
'CP5',0
'CP6',0
'TP7',0
'TP8',0
'P1',0
'P2',0
'P5',0
'P6',0
'PO3',1
'PO4',1
